"pid","sid","Active","RPS","IR","Returns","Risk"
"3rd Submission","8c13bdf6",0,0.1636627536158,1.3442517883481,0.0187748419602513,0.0139667598905136
"4th Submission","8c13bdf6",1,0.16115513,-4.15646155115679,-0.0655833182583682,0.0157786418690955
"5th Submission","8c13bdf6",1,0.160362054,0.448237389211439,0.00416156615452783,0.00928429054490314
"6th Submission","8c13bdf6",1,0.16239711472,6.01907636287887,0.0536717496111946,0.00891694113439089
"7th Submission","8c13bdf6",1,0.16405667701,-5.12841338106718,-0.0696358793957174,0.0135784450709055
"8th Submission","8c13bdf6",0,0.16047787701,-4.92860413502341,-0.0812955900737931,0.0164946479462804
"9th Submission","8c13bdf6",1,0.16399059626,7.27769383723108,0.118219364048847,0.0162440694391488
"10th Submission","8c13bdf6",1,0.16053482665,-0.178392629313101,-0.00157762302542268,0.00884354376914167
"11th Submission","8c13bdf6",0,0.16068622665,0.521633139553651,0.00590206398116927,0.0113145878465842
"12th Submission","8c13bdf6",1,0.1559921341,5.70100099961794,0.0416735773157422,0.0073098701997307
"Global","8c13bdf6",NA,0.161528545523317,0.626542207239434,0.00771665660640876,0.0123162598101868
"1st Submission","db442696",1,0.1606025,4.45099094141955,0.0482649720133727,0.0108436464258405
"2nd Submission","db442696",0,0.1608025,-5.89609348661533,-0.0620240509419421,0.0105195161987751
"3rd Submission","db442696",0,0.1594025,1.21135229091366,0.0180700507700796,0.0149172547950112
"4th Submission","db442696",0,0.1617025,-4.03812016369205,-0.0624373477675038,0.0154619836053659
"5th Submission","db442696",0,0.1605025,0.335109801543843,0.00304488508282161,0.0090862310466417
"6th Submission","db442696",0,0.1625025,6.404504472965,0.053501647126443,0.00835375279263005
"7th Submission","db442696",0,0.1631025,-5.23097387363145,-0.0632946359599635,0.0120999717240077
"8th Submission","db442696",0,0.1609025,-4.93657000477305,-0.0753764343573495,0.0152689892545776
"9th Submission","db442696",0,0.1655025,7.7440564589914,0.109169917296888,0.0140972522443498
"10th Submission","db442696",0,0.1620025,-0.138605170580103,-0.00114317429147182,0.00824770307404334
"11th Submission","db442696",0,0.1604025,0.621071011498742,0.0065906815381795,0.0106118002871768
"12th Submission","db442696",0,0.1620025,4.63818428211763,0.030925046605945,0.00666748984622616
"Global","db442696",NA,0.161619166666667,0.449482692276753,0.00529155711549871,0.0117725492136205
"1st Submission","916fdfd9",1,0.1589076,4.17266531972107,0.0454237258801865,0.010886021858859
"2nd Submission","916fdfd9",0,0.1609076,-6.04983945389719,-0.0632270251717555,0.0104510252963863
"3rd Submission","916fdfd9",0,0.1589876,1.23439941004328,0.0180874276416898,0.0146528161748357
"4th Submission","916fdfd9",1,0.16,-4.14435632103159,-0.0633794963204482,0.0152929650374928
"5th Submission","916fdfd9",0,0.1599,0.566163517761143,0.00505778724560311,0.00893343899233176
"6th Submission","916fdfd9",0,0.1601,6.00689763142556,0.0506426369337869,0.00843074745753047
"7th Submission","916fdfd9",0,0.16,-5.27578772930778,-0.0635064090909927,0.0120373321197525
"8th Submission","916fdfd9",0,0.16,-4.84217665292842,-0.072919761707374,0.0150592939774872
"9th Submission","916fdfd9",0,0.1597,7.83125918650752,0.109388881891638,0.0139682366892037
"10th Submission","916fdfd9",1,0.1599875,0.0353951948032283,0.000288081551900928,0.00813900173462678
"11th Submission","916fdfd9",1,0.1594276,0.642826974184048,0.00690360239531301,0.01073944105111
"12th Submission","916fdfd9",0,0.1591476,5.18487443584972,0.0356776563171435,0.00688110324725664
"Global","916fdfd9",NA,0.159755458333333,0.721567319396409,0.0084371075666915,0.0116927517916819
"1st Submission","644389bc",1,0.162082622,4.09416854776802,0.0489065814745595,0.0119454245480982
"2nd Submission","644389bc",0,0.160382622,-5.69416763738091,-0.0665546722351878,0.0116882179228921
"3rd Submission","644389bc",0,0.156086622,1.17625926240461,0.0194890368534244,0.0165686575029244
"4th Submission","644389bc",0,0.156362622,-4.08256714880324,-0.0690610837515812,0.0169160925551036
"5th Submission","644389bc",0,0.156782622,0.2102332576841,0.00214294298503863,0.0101931683342825
"6th Submission","644389bc",0,0.165020622,6.05925932675506,0.0572397582994532,0.00944665927182012
"7th Submission","644389bc",0,0.162094622,-4.98837493146519,-0.0656419416549282,0.0131589831471725
"8th Submission","644389bc",0,0.160778622,-4.48486724418628,-0.0739743453840186,0.0164942107216019
"9th Submission","644389bc",0,0.167552622,7.80728187363513,0.117597201305636,0.0150625023163
"10th Submission","644389bc",0,0.159504622,-1.05502992119456,-0.00938669576808365,0.00889708962704633
"11th Submission","644389bc",0,0.151236622,0.601799209681356,0.0067709558742612,0.011251187713999
"12th Submission","644389bc",0,0.156120622,5.33341461925146,0.0400787005822479,0.00751464182769141
"Global","644389bc",NA,0.159500455333333,0.591746544348095,0.00760643858082171,0.0128542171533954
"1st Submission","c8f498d2",1,0.159144,4.00049671043517,0.0438672779215468,0.0109654578160558
"2nd Submission","c8f498d2",0,0.161144,-5.92494931777765,-0.0617358143277706,0.0104196358511513
"3rd Submission","c8f498d2",0,0.158664,1.3627267698357,0.0199602550918211,0.0146472906628433
"4th Submission","c8f498d2",1,0.16,-4.13966511827421,-0.0634067664972309,0.0153168830534931
"5th Submission","c8f498d2",0,0.1599,0.61082905549991,0.00547445924221099,0.00896234256199654
"6th Submission","c8f498d2",0,0.1599,6.08313704511289,0.0514345061812388,0.00845526013959534
"7th Submission","c8f498d2",0,0.1601,-5.27633055923388,-0.0637137868647842,0.0120753971248601
"8th Submission","c8f498d2",0,0.1599,-4.86725141629044,-0.0734932810627,0.0150995448512731
"9th Submission","c8f498d2",0,0.1597,7.82354388438618,0.109615095473914,0.0140109261344693
"10th Submission","c8f498d2",1,0.1603125,-0.0909708395809912,-0.000741412215099084,0.00814999859860594
"11th Submission","c8f498d2",1,0.159098,0.655136780621751,0.0069862771865827,0.0106638451591017
"12th Submission","c8f498d2",0,0.159298,5.23001707707594,0.0360426537929665,0.00689149829948887
"Global","c8f498d2",NA,0.159763375,0.878761635026108,0.010289463922696,0.0117090500001065
"1st Submission","08986844",1,0.16,3.99035646097327,0.0440478302081265,0.011038570272838
"2nd Submission","08986844",0,0.16,-5.97221732269625,-0.0625144726295195,0.0104675481905096
"3rd Submission","08986844",1,0.15632,1.15507889453487,0.0174278356653571,0.0150880045924264
"4th Submission","08986844",0,0.15694,-4.10628154222986,-0.0647869458889417,0.0157775216391422
"5th Submission","08986844",0,0.1557,0.513775399641816,0.00474979289485271,0.00924488190396831
"6th Submission","08986844",0,0.15766,5.99201536271142,0.0530082552580927,0.00884648186784791
"7th Submission","08986844",0,0.15828,-5.17173396057739,-0.0642874533568844,0.012430541448367
"8th Submission","08986844",0,0.15814,-4.80265095521472,-0.0742959158344028,0.0154697721169456
"9th Submission","08986844",0,0.15996,7.7196917130302,0.11059756221449,0.0143266812103145
"10th Submission","08986844",0,0.1579,-0.436176840092975,-0.00365947435733973,0.00838988690128454
"11th Submission","08986844",0,0.15678,0.43629545414725,0.00470166123796927,0.0107763241474949
"12th Submission","08986844",0,0.15774,5.12387785390465,0.0364127818261639,0.00710648904294538
"Global","08986844",NA,0.157951666666667,0.116913456212657,0.00140145723796416,0.0119871337599926
"1st Submission","76fcf359",1,0.16,3.99035646097327,0.0440478302081265,0.011038570272838
"2nd Submission","76fcf359",1,0.16,-5.97221732269625,-0.0625144726295195,0.0104675481905096
"3rd Submission","76fcf359",1,0.16,1.21453203633757,0.0178109974456747,0.0146649054226547
"4th Submission","76fcf359",1,0.16,-4.13888689112611,-0.0634813262848845,0.0153377775123525
"5th Submission","76fcf359",1,0.16,0.577323516705785,0.0051771401370594,0.00896748527861852
"6th Submission","76fcf359",0,0.16,6.06005974912247,0.0511523833348131,0.0084409041251153
"7th Submission","76fcf359",0,0.16,-5.27299710725433,-0.0636822038415326,0.012077041300463
"8th Submission","76fcf359",1,0.16,-4.83445388360696,-0.0730900127360437,0.0151185665425175
"9th Submission","76fcf359",1,0.16,7.83887720643266,0.109779330251392,0.0140044712221421
"10th Submission","76fcf359",1,0.16,-0.0172969537949137,-0.00014163688740651,0.00818854516730915
"11th Submission","76fcf359",1,0.16,0.570010171640681,0.00605104809538858,0.0106156844148441
"12th Submission","76fcf359",0,0.16,5.12181357186748,0.034201181895873,0.00667755306122999
"Global","76fcf359",NA,0.16,0.453469805791191,0.00531025898894036,0.0117102813045629
"1st Submission","2c78c015",1,0.16,3.99035646097327,0.0440478302081265,0.011038570272838
